SYS,ASY,COMP,"Description ",CompCode9Digit,Obsolete,"Comments "
82,39,27,"Nozzle - Injection, Reefer",082-039-027,,"Requested by TransAm JP "
82,39,28,"Gasket - Copper, Nozzle Seat, Reefer",082-039-028,,"Requested by TransAm JP "
82,39,29,"O-Ring - Dust, Injector, Reefer",082-039-029,,"Requested by TransAm JP "
82,39,30,"Insulator - Chafing Strip, Fuel Tank, Reefer",082-039-030,,"Requested by TransAm JP "
82,39,31,"Linkage - Throttle, Reefer",082-039-031,,"Requested by TransAM JP "
82,39,32,"Pipe - Fuel Injection, Reefer",082-039-032,,"Requested by TransAm JP "
82,39,33,"Kit - Hose, Fuel Return Injector, Reefer",082-039-033,,"Requested by TransAm JP "
82,39,34,"Heater - Fuel Filter, Reefer",082-039-034,,"Requested by TransAm JP "
82,39,35,"Injector - Fuel, Reefer ",082-039-035,,"Requested by DTL JP "
82,39,36,"Retainer - Pipe, Fuel Injector, Reefer",082-039-036,,"Requested by TransAm JP "
82,39,37,"Bracket - Solenoid Throttling, Reefer",082-039-037,,"Requested by TransAm JP "
82,39,38,"Bolt - Mounting, Solenoid Throttling, Reefer",082-039-038,,"Requested by TransAm JP "
82,39,39,"Nut - Mounting, Solenoid Throttling, Reefer",082-039-039,,"Requested by TransAm JP "
82,39,40,"Nut - Linkage, Solenoid Throttling, Reefer",082-039-040,,"Requested by TransAm JP "
82,39,41,"Tube - Pickup, Fuel, Reefer",082-039-041,,"Requested by Armellini JP "
82,39,42,"Bracket - Fuel Pump, Reefer",082-039-042,,"Requested by Armellini JP "
82,39,43,"O-Ring - Retainer Valve, Fuel Pump, Reefer",082-039-043,,"Requested by TransAm JP "
82,39,44,"O-Ring - Banjo Joint, Fuel Pump, Reefer",082-039-044,,"Requested by TransAm JP "
82,39,45,"Gasket - Eye Bolt, Fuel Pump, Reefer",082-039-045,,"Requested by TransAm JP "
82,39,46,"Valve - Fuel Pump, Reefer",082-039-046,,"Requested by TransAm JP "
82,39,47,"Spring - Valve, Fuel Pump, Reefer",082-039-047,,"Requested by TransAm JP "
82,39,48,"O-Ring - Bowl, Fuel Pump, Reefer",082-039-048,,"Requested by TransAm JP "
82,39,49,"Check Valve - Fuel/Water Separator, Reefer",082-039-049,,"Requested by TransAm JP "
82,40,0,"Exhaust - Mechanical Refrigeration Unit",082-040-000,,
82,40,1,"Cooler - EGR, Reefer ",082-040-001,,
82,40,2,"Muffler - Reefer",082-040-002,,"Requested by TransAm JP "
82,40,3,"Scrubber - Soot, EGR Cooler, Reefer",082-040-003,,"Requested by TransAm JP "
82,40,4,"Gasket - Flange, Exhaust, Reefer",082-040-004,,"Requested by TransAm JP "
82,40,5,"Hose - Tube to EGR Cooler, Reefer",082-040-005,,"Requested by TransAm JP "
82,40,6,"Hose - EGR Cooler to Engine, Reefer",082-040-006,,"Requested by TransAm JP "
82,40,7,"Heat Shield - Exhaust Manifold, Reefer",082-040-007,,"Requested by TransAm JP "
82,40,8,"Insulation - Muffler, Reefer",082-040-008,,"Requested by TransAm JP "
82,40,9,"Gasket - Exhaust Manifold, Reefer",082-040-009,,"Requested by TransAm JP "
82,40,10,"Stud - Exhaust Manifold, Reefer",082-040-010,,"Requested by TransAm JP "
82,40,11,"Nut - Exhaust Manifold, Reefer",082-040-011,,"Requested by TransAm JP "
82,40,12,"Screw - Exhaust Manifold, Reefer",082-040-012,,"Requested by TransAm JP "
82,40,13,"Manifold - Exhaust, Reefer",082-040-013,,"Requested by TransAm KP "
82,40,14,"Kit - Cleaner, EGR Cooler, Reefer",082-040-014,,"Requested by TransAm JP "
82,40,15,"Hose - Exhaust, Reefer",082-040-015,,"Requested by TransAm JP "
82,40,16,"Valve - EGR, Reefer",082-040-016,,"Requested by TransAm JP "
82,40,17,"Elbow - EGR, Reefer",082-040-017,,"Requested by TransAm JP "
82,40,18,"Kit - Muffler, Reefer",082-040-018,,"Requested by TransAm JP "
82,41,0,"Engine - Reefer",082-041-000,,
82,41,1,"Engine Assembly - Reefer",082-041-001,,
82,41,2,"Hose - Air Intake, Reefer",082-041-002,,"Requested by TransAm JP "
82,41,3,"Bolt - Rocker Arm Shaft, Reefer",082-041-003,,"Requested by TransAm JP "
82,41,4,"Ring Gear - Flywheel, Reefer",082-041-004,,"Requested by TransAm JP "
82,41,5,"Filter Kit - Engine PM, Reefer",082-041-005,,"Requested by TransAm JP "
82,41,6,"Filter - Oil, Reefer",082-041-006,,"Requested by TransAm JP "
82,41,7,"Valve - Drain, Engine Oil, Reefer",082-041-007,,"Requested by TransAm JP "
82,41,8,"Gasket - Head, Engine, Reefer",082-041-008,,"Requested by TransAm JP "
82,41,9,"Seal - Crankshaft, Engine, Front, Reefer",082-041-009,,"Requested by TransAm JP "
82,41,10,"Gasket - Valve Cover, Reefer",082-041-010,,"Requested by TransAm JP "
82,41,11,"Switch - Low Oil Pressure, Engine, Reefer",082-041-011,,"Requested by TransAm JP "
82,41,12,"Sensor - Engine Speed, Reefer",082-041-012,,"Requested by TransAm JP "
82,41,13,"Hardware, Mounting - Engine, Reefer",082-041-013,,"Requested by TransAm JP "
82,41,14,"Kit - Pulley and Seal, Engine Crankshaft, Front, Reefer",082-041-014,,"Requested by TransAm JP "
82,41,15,"Mount - Vibration, Engine, Reefer",082-041-015,,"Requested by TransAm JP "
82,41,16,"Kit - Belt, Engine PM, Reefer",082-041-016,,"Requested by TransAm JP "
82,41,17,"Filter - Air, Engine, Reefer",082-041-017,,"Requested by TransAm JP "
82,41,18,"Gasket - Inlet, Engine Air Intake, Reefer",082-041-018,,"Requested by TransAm JP "
82,41,19,"Heater - Engine Air Intake, Reefer",082-041-019,,"Requested by TransAm JP "
82,41,20,"Switch - Oil Level, Engine, Reefer",082-041-020,,"Requested by TransAm JP "
82,41,21,"Glow Plug - Engine, Reefer",082-041-021,,"Requested by TransAm JP "
82,41,22,"Pulley - Damper, Engine, Reefer",082-041-022,,"Requested by TransAm JP "
82,41,23,"Inlet - Intake Manifold, Engine, Reefer",082-041-023,,"Requested by TransAm JP "
82,41,24,"Screw - Inlet, Intake Manifold, Engine, Reefer",082-041-024,,"Requested by TransAm JP "
82,41,25,"Inlet - Intake Manifold, Reefer",082-041-025,,"Requested by TransAm JP "
82,41,26,"Hardware, Mounting - Inlet, Intake Manifold, Reefer",082-041-026,,"Requested by TransAm JP "
82,41,27,"Bearing - Connecting Rod, Engine, Reefer",082-041-027,,"Requested by TransAm JP "
82,41,28,"Bearing - Crank, Main, Engine, Reefer",082-041-028,,"Requested by TransAm JP "
82,41,29,"Bearing - Crank, Thrust, Engine, Reefer",082-041-029,,"Requested by TransAm JP "
82,41,30,"Ring Set - Piston, Engine, Reefer",082-041-030,,"Requested by TransAm JP "
82,41,31,"Piston - Engine, Reefer",082-041-031,,"Requested by TransAm JP "
82,41,32,"Rod - Connecting, Engine, Reefer",082-041-032,,"Requested by TransAm JP "
82,41,33,"Gasket - Oil Case Seal, Reefer",082-041-033,,"Requested by TransAm JP "
82,41,34,"Seal - Crankshaft, Rear, Reefer",082-041-034,,"Requested by TransAm JP "
82,41,35,"Hose - Coolant, Injection Pump to Water Pump, Reefer",082-041-035,Yes,"Obsolete - use 082-033-017"
82,41,36,"Valve Cover - Engine, Reefer",082-041-036,,"Requested by TransAm JP "
82,41,37,"Gasket - Intake Manifold, Reefer",082-041-037,,"Requested by TransAm JP "
82,41,38,"Support - Rocker Arm Shaft, Reefer",082-041-038,,"Requested by TransAm JP "
82,41,39,"Key - Damper Pulley, Engine, Reefer",082-041-039,,"Requested by TransAm JP "
82,41,40,"Sensor - Ambient Air Temperature, Engine, Reefer",082-041-040,,"Requested by TransAm JP "
82,41,41,"Housing - Air Filter, Reefer",082-041-041,,"Requested by TransAm JP "
82,41,42,"Tensioner - Belt, Reefer",082-041-042,,"Requested by TransAm JP "
82,41,43,"Filter & Head Assembly - Oil, Reefer",082-041-043,,"Requested by TransAm JP "
82,41,44,"Gasket - Filter Head, Oil, Reefer",082-041-044,,"Requested by TransAm JP "
82,41,45,"Gasket - Front Plate, Front Gear Cover, Reefer",082-041-045,,"Requested by TransAm JP "
82,41,46,"Indicator - Air Restrictor, Air Cleaner, Reefer",082-041-046,,"Requested by TransAm JP "
82,41,47,"Pulley - Fan Drive, Reefer",082-041-047,,"Requested by TransAm JP "
82,41,48,"Mount Shock Vector - Engine, Reefer",082-041-048,,"Requested by NationalCarrier JP "
82,41,49,"Push Rod - Engine, Reefer",082-041-049,,"Requested by TransAm JP "
82,41,50,"Rocker Arm - Engine, Reefer",082-041-050,,"Requested by TransAm JP "
82,41,51,"ECU - Engine, Reefer",082-041-051,,"Requested by TransAm JP "
82,41,52,"Cylinder Head Assembly - Engine, Reefer",082-041-052,,"Requested by TransAm JP "
82,41,53,"Repair Sleeve - Main Crankshaft, Front, Reefer",082-041-053,,"Requested by TransAm JP "
82,41,54,"Manifold - Intake, Engine, Reefer",082-041-054,,"Requested by TransAm JP "
82,41,55,"O-Ring - Valve Cover, Reefer",082-041-055,,"Requested by TransAm JP "
82,41,56,"Pipe - Breather, Crankcase, Reefer",082-041-056,,"Requested by TransAm JP "
82,41,57,"Screw - Nozzle Retainer, Reefer",082-041-057,,"Requested by TransAm JP"
82,41,58,"Knob - Valve Cover, Reefer",082-041-058,,"Requested by TransAm JP "
82,41,59,"Adapter - Manifold, Air Intake, Engine, Reefer",082-041-059,,"Requested by TransAm JP "
82,41,60,"Stud - Valve Cover, Engine, Reefer",082-041-060,,"Requested by TransAm JP "
82,41,61,"Dipstick - Engine Oil Level, Reefer",082-041-061,,"Requested by TransAm JP "
82,41,62,"Seal - Dipstick, Engine Oil Level, Reefer",082-041-062,,"Requested by TransAm JP "
82,41,63,"Cap - Valve Spring, Engine, Reefer",082-041-063,,"Requested by TransAm JP "
82,41,64,"Housing - Oil Seal, Rear Main, Reefer",082-041-064,,"Requested by TransAm JP"
82,41,65,"Duct - Air Intake, Reefer",082-041-065,,"Requested by TransAm JP"
82,42,0,"Generator - High-Voltage",082-042-000,,"Requested by Hogan Trk JP "
82,42,1,"Generator Assembly - High-Voltage",082-042-001,,"Requested by Hogan Trk JP "
82,42,2,"Tensioner - Belt, Generator, Reefer",082-042-002,,"Requested by TransAm JP "
82,42,3,"Screw - Tensioner, Generator, Reefer",082-042-003,,"Requested by TransAm JP "
82,42,4,"Slider - Tensioner, Generator, Reefer",082-042-004,,"Requested by TransAm JP "
82,42,5,"Pulley - Generator, High-Voltage",082-042-005,,"Requested by TransAm JP "
82,43,0,"Air Circulation",082-043-000,,"Requested by Hogan Trk JP "
82,43,1,"Chute - Air",082-043-001,,"Requested by Hogan Trk JP "
82,43,2,"Floor - Fluted",082-043-002,,"Requested by Hogan Trk JP "
82,44,0,"Engine Electrical System - Reefer",082-044-000,,"Requested by TransAm JP "
82,44,1,"Alternator - Reefer",082-044-001,,"Requested by TransAm JP "
82,44,2,"Battery - Reefer",082-044-002,,"Requested by TransAm JP "
82,44,3,"Rod - Battery Hold-Down, Reefer",082-044-003,,"Requested by TransAm JP "
82,44,4,"Post - Battery, Reefer",082-044-004,,"Requested by TransAm JP "
82,44,5,"Bearing - End, Alternator, Reefer",082-044-005,,"Requested by TransAm JP "
82,44,6,"Mounting Bracket - Alternator, Reefer",082-044-006,,"Requested by TransAm JP "
82,44,7,"Hardware, Mounting - Alternator, Reefer",082-044-007,,"Requested by TransAm JP "
82,44,8,"Harness - Alternator, Reefer",082-044-008,,"Requested by TransAm JP "
82,44,9,"Starter - Engine, Reefer",082-044-009,,"Requested by TransAm JP "
82,44,10,"Strap - Batter Hold-Down, Reefer",082-044-010,,"Requested by TransAm JP "
82,44,11,"Solar Panel - Reefer",082-044-011,,"Requested by TransAm JP "
82,44,12,"Mounting Bracket - Solar Panel, Reefer",082-044-012,,"Requested by TransAm JP "
82,44,13,"Hold-Down - Battery, Reefer",082-044-013,,"Requested by TransAm JP "
82,44,14,"Fuse - Reefer",082-044-014,,"Requested by TransAm JP "
82,44,15,"Fuse Holder - Reefer",082-044-015,,"Requested by TransAm JP "
82,44,16,"Pulley - Alternator, Reefer",082-044-016,,"Requested by TransAm JP "
82,44,17,"Battery Charger - Reefer",082-044-017,,
82,45,0,Dehumidifier,082-045-000,,"Requested by CRST JP "
82,45,1,"Dehumidifier Assembly ",082-045-001,,"Requested by CRST JP "
83,0,0,"Nitrogen Refrigeration Unit",083-000-000,,
83,1,0,"Fill Box Assembly",083-001-000,,
83,1,1,"Fill Valve",083-001-001,,
83,1,2,"Panel - Fill Box",083-001-002,,
83,1,4,"Controller - Temperature",083-001-004,,
83,2,0,"Container Assembly",083-002-000,,
83,2,1,"Gas Solenoid Valve",083-002-001,,
83,2,2,"Liquid Solenoid Valve",083-002-002,,
83,2,3,"Liquid Control Valve",083-002-003,,
83,2,4,"Fill & Vent Valve",083-002-004,,
83,2,5,"Shroud Assembly",083-002-005,,
83,2,6,"Mechanical Parts - Ring Assembly",083-002-006,,
83,2,7,"Connecting Lines & Liquid Control Valve - Ring Assembly",083-002-007,,
83,2,8,"Gauges & Related Plumbing - Ring Assembly",083-002-008,,
83,2,9,"Connecting Line - Container To Ring Assembly",083-002-009,,
83,2,10,Container,083-002-010,,
83,2,11,"Support Assembly - Container",083-002-011,,
83,5,0,"Control Unit/Box Assembly",083-005-000,,
83,5,1,"Control Unit -  Complete, Cab Mounted",083-005-001,,
83,5,2,"Cover Assembly - External Mounted",083-005-002,,
83,5,3,"Gauge - Liquid Level (External Mounted)",083-005-003,,
83,5,4,"Controller - Temperature, External Mounted",083-005-004,,
83,11,0,"Lines (All)",083-011-000,,
83,11,1,"Fill & Vent Lines Complete W/Fittings",083-011-001,,
83,11,2,"Connecting Line - Complete W/Fittings, Liquid Supply",083-011-002,,
83,12,0,"Refrigeration Unit Assembly - Nitrogen",083-012-000,,
83,12,1,"Refrigeration Unit Assembly - Complete, Nitrogen",083-012-001,,
84,0,0,"Hold Over Plate Refrigeration",084-000-000,,
84,1,0,"Hold Over Plate Assembly",084-001-000,,
84,1,1,"Hold Over Plate",084-001-001,,
84,1,2,"Drain Pan - Hold Over Plate",084-001-002,,"updated by JP"
84,1,3,"Hardware, Mounting- Drain Pan",084-001-003,,
84,1,4,"Mounting Plate - Angle Mounting",084-001-004,,
84,1,5,"Hardware, Mounting - Angle Mounting Plate",084-001-005,,
84,1,6,"Mounting Plate - Wall Mounting",084-001-006,,
84,1,7,"Hardware, Mounting - Wall Mounting Plate",084-001-007,,
84,1,8,"Mounting Plate - Center Mounting",084-001-008,,
84,1,9,"Hardware, Mounting - Center Mounting Plate",084-001-009,,
84,1,10,"Quick Coupler Set - Liquid",084-001-010,,
84,1,11,"Quick Coupler Set - Suction",084-001-011,,
84,1,12,"Tubing - 5/8 Inch",084-001-012,,
84,1,13,"Tubing - 7/8 Inch",084-001-013,,
84,1,14,"Thermometer - Recess Mounted",084-001-014,,
84,1,15,"Thermometer - Surface Mounted",084-001-015,,
84,1,16,"Capacitor - Start",084-001-016,,"Requested by ARI JP "
84,1,17,"Capacitor - Run ",084-001-017,,"Requested by ARI JP "
84,2,0,"Console Panel Assembly",084-002-000,,
84,2,3,"Heat Exchanger - Hold Over Plate Refrigeration",084-002-003,,"updated by JP"
84,2,4,"Thermo Expansion Valve",084-002-004,,
84,3,0,"Condensing Unit Assembly",084-003-000,,
84,3,1,"Condenser - Nitrogen Refrigeration Unit",084-003-001,,"updated by JP"
84,3,2,"Compressor - Holdover Plate Refrigeration System",084-003-002,,"updated by JP"
84,3,3,"Tank - Receiver, Holdover Plate Refrigeration System",084-003-003,,
84,3,4,"Fan - Holdover Plate Refrigeration System",084-003-004,,"updated by JP"
84,3,5,"Motor - Electric, Condensing Unit, Holdover Plate Refrigeration System",084-003-005,,"updated by JP"
84,3,6,"Crankcase Pressure Regulating Valves",084-003-006,,
84,3,7,"Gauge - Pressure",084-003-007,,
84,3,8,"Compound Gauge",084-003-008,,
84,3,9,"Hose W/Fittings - Liquid Ammonia",084-003-009,,
84,3,10,"Hose W/Fittings - Suction, Ammonia",084-003-010,,
84,3,11,"Hose W/Fittings - Liquid, Refrigerant ",084-003-011,,
84,3,12,"Hose W/Fittings - Suction, Refrigerant",084-003-012,,
90,0,0,"Bulk Product Transfer, Handling & Storage Systems Group",090-000-000,,
91,0,0,"Blowers, Conveyors & Vibrators",091-000-000,,
91,1,0,"Blower - Single Stage",091-001-000,,
91,1,1,"Gauge - Oil Level, Blower",091-001-001,,
91,1,2,"Blower Assembly - Single Stage",091-001-002,,
91,1,3,"Coupler - Blower Input, Single Stage",091-001-003,,"updated by JP"
91,1,4,"Drive Gear - Blower, Single Stage",091-001-004,,"updated by JP"
91,1,5,"Driven Gear - Blower, Single Stage",091-001-005,,"updated by JP"
91,1,6,"Seal Assembly - Blower, Single Stage",091-001-006,,"updated by JP"
91,1,7,"Bearing Assembly - Blower, Single Stage",091-001-007,,"updated by JP"
91,1,8,"Housing Assembly - Blower, Single Stage",091-001-008,,"updated by JP"
91,1,9,"Rotor Assembly - Lobe Type Blower, Single Stage",091-001-009,,"updated by JP"
91,1,10,"Rotor Assembly - Vane Type Blower, Single Stage",091-001-010,,"updated by JP"
91,1,11,"Hardware, Mounting - Blower Input Coupler, Single Stage Blower",091-001-011,,
91,1,12,"Air Cleaner Assembly",091-001-012,,
91,1,13,"Housing - Air Cleaner, Blower, Single Stage",091-001-013,,"updated by JP"
91,1,14,"Element - Filter, Air Cleaner, Compressor, Bulk Product Transfer",091-001-014,,"updated by JP"
91,1,15,"Cap - Housing, Air Cleaner, Blower, Bulk Product Transfer",091-001-015,,"updated by JP"
91,1,16,"Pre-Cleaner Assembly - Air Intake, Air Cleaner",091-001-016,,
91,1,17,"Elbow Pipe - Air Intake, Air Cleaner",091-001-017,,
91,1,18,"Gauge - Restriction, Air Cleaner",091-001-018,,
91,1,19,"Pulley - Driven, Blower",091-001-019,,
91,1,20,"Belt - Blower",091-001-020,,
91,1,21,"Plug - Fusible, Rotor Assembly, Blower",091-001-021,,
91,1,22,"Seal - Oil Shaft",091-001-022,,
91,1,23,"Snubber Assembly - Single Stage, Silencer",091-001-023,,
91,1,24,"Mounting Bracket - Single Stage Blower",091-001-024,,"updated by JP"
91,1,25,"End Cap - Blower",091-001-025,,
91,1,26,"Breather Filter Assembly",091-001-026,,
91,1,27,"Flange Assembly - Flexible, Element & Drive Coupling",091-001-027,,
91,1,28,"Attaching Ring Assembly - Flexible Element To Flywheel",091-001-028,,
91,1,29,"Element - Flexible, Engine Flywheel To Blower",091-001-029,,
91,1,30,"Bushing - Tapelock, Drive Unit To Flange Coupler",091-001-030,,
91,1,31,"Shim - Housing Rotor",091-001-031,,
91,1,32,"Gasket - Cover End",091-001-032,,
91,1,33,"Lock Nut -  Bearing",091-001-033,,
91,1,34,"Vent Assembly - Pressure Relief",091-001-034,,
91,1,35,"Pump - Vacuum. Single Stage, Rotary Vane",091-001-035,,"Requested by Fruitland JP "
91,1,36,"Repair Kit - Blower, Single Stage",091-001-036,,"Requested by Penske JP "
91,1,37,"Sleeve - Speedy, Blower Shaft Repair, Seal Surface Repair Sleeve",091-001-037,,"Requested by Barney Trk JP "
91,2,0,"Blower - Two Stage",091-002-000,,
91,2,2,"Blower Assembly - 1st Stage & 2nd Stage",091-002-002,,
91,2,3,"Coupler - Blower Input, Two Stage",091-002-003,,"updated by JP"
91,2,4,"Drive Gear - Blower, Two Stage",091-002-004,,"updated by JP"
91,2,5,"Driven Gear - Blower, Two Stage",091-002-005,,"updated by JP"
91,2,6,"Seal Assembly - Blower, Two Stage",091-002-006,,"updated by JP"
91,2,7,"Bearing Assembly - Blower, Two Stage",091-002-007,,"updated by JP"
91,2,8,"Housing Assembly - Blower, Two Stage",091-002-008,,"updated by JP"
91,2,9,"Rotor Assembly - Lobe Type Blower, Two Stage",091-002-009,,"updated by JP"
91,2,10,"Rotor Assembly - Vane Type Blower, Two Stage",091-002-010,,"updated by JP"
91,2,11,"Hardware, Mounting - Blower Input Coupler, Two Stage Blower",091-002-011,,
91,2,12,"Snubber Assembly - Silencer, Two Stage",091-002-012,,
91,2,13,"Fitting - Metering Oil",091-002-013,,
91,2,14,"Coupler Assembly - Flexible, Engine Flywheel To Blower",091-002-014,,
91,2,15,"Adapter - Side Plate, Flywheel",091-002-015,,
91,2,16,"Adapter - Splined, Side Plate,  Blower",091-002-016,,
91,2,17,"Bushing - Shock Mounting",091-002-017,,
91,2,18,"Gasket - Gear End, Blower Housing",091-002-018,,
91,2,19,"Gasket - Gearbox, Adapter Plate",091-002-019,,
91,2,20,"Element - Oil Filter, Blower",091-002-020,,
91,3,0,"Turbine Conveyor - Exhaust Driven",091-003-000,,
91,3,1,"Conveyor Assembly - Turbine",091-003-001,,
91,3,2,"Adapter - Oil Outlet",091-003-002,,
91,3,3,"Slip Joint - Turbine Outlet",091-003-003,,
91,3,4,"Gasket - Exhaust Flange",091-003-004,,
91,3,5,"Core Assembly -  Turbine Conveyor",091-003-005,,
91,3,6,"Clamp - Turbine Housing To Core Assembly",091-003-006,,
91,3,7,"Clamp - Diverter Valve Housing, Upper Half To Lower Half",091-003-007,,
91,3,8,"Repair Kit -Control Shaft, Diverter Valve",091-003-008,,
91,3,9,"Adapter - Oil Inlet",091-003-009,,
91,3,10,"Diverter Valve Assembly - Turbine Conveyor",091-003-010,,
91,3,11,"Disc - Diverter Valve",091-003-011,,
91,3,12,"Arm - Diverter Valve Disc",091-003-012,,
91,3,13,"Shaft - Operating Arm & Disc Assembly",091-003-013,,
91,3,14,"Pin - Grooved, Diverter Valve Shaft",091-003-014,,
91,3,15,"Plain Washer - Valve Operator",091-003-015,,
91,3,16,"Repair Kit - Operator, Diverter Valve",091-003-016,,
91,3,17,"Housing -  Turbine Conveyor",091-003-017,,
91,3,18,"Turbine Wheel & Shaft - Core Assembly",091-003-018,,
91,3,19,"Ring Seal - Core Assembly",091-003-019,,
91,3,20,"Bearing - Core Assembly",091-003-020,,
91,3,21,"Thrust Bearing - Core Assembly",091-003-021,,
91,3,22,"Thrust Ring - Core Assembly",091-003-022,,
91,3,23,"Oil Deflector - Core Assembly",091-003-023,,
91,3,24,"Shaft Sleeve - Core Assembly",091-003-024,,
91,3,25,"Gasket (O-Ring) - Core Assembly",091-003-025,,
91,3,26,"Spacer Insert - Core Assembly",091-003-026,,
91,3,27,"Snap Ring - Insert, Core Assembly",091-003-027,,
91,3,28,"Wheel - Compressor, Core Assembly",091-003-028,,
91,3,29,"Nut - Turbine Shaft, Core Assembly",091-003-029,,
91,3,30,"Housing - Compressor (Compressed Gases)",091-003-030,,
91,3,31,"Hardware, Mounting- Exhaust Flange Gasket",091-003-031,,
91,3,32,"Wave Washer - Valve Operator Shaft",091-003-032,,
91,3,33,"Friction Facing Disc - Valve Operator Shaft",091-003-033,,
91,3,34,"Seal Ring - Valve Operator Shaft",091-003-034,,
91,3,35,"Handle Assembly - Valve Operator",091-003-035,,
91,3,36,"Oil Control Valve - Operator Shaft, Diverter Valve",091-003-036,,
91,3,37,"Repair Kit - Oil Control Valve, Diverter Valve",091-003-037,,
91,3,38,"Hardware, Mounting - Turbine Conveyor Diverter Valve Assembly",091-003-038,,
91,3,39,"Clamp - Air Intake",091-003-039,,
91,3,40,"Bonnet - Air Intake",091-003-040,,
91,3,41,"Gasket - Diverter Bypass Flange",091-003-041,,
91,3,42,"Elbow - Diverter Bypass",091-003-042,,
91,4,0,Vibrator,091-004-000,,
91,4,1,"Vibrator Assembly - Metallic Impact",091-004-001,,
91,4,2,"Body - Vibrator, Metallic Impact",091-004-002,,
91,4,3,"Mounting Plate - Vibrator",091-004-003,,
91,4,4,"Cap - Vibrator",091-004-004,,
91,4,5,"Piston - Springless, Vibrator",091-004-005,,
91,4,6,"Hand Control Valve",091-004-006,,
91,4,7,"Lubricator - Vibrator Piston",091-004-007,,
91,4,8,"Regulator - Air Pressure, Vibrator System",091-004-008,,"updated by JP"
91,4,9,"Filter - Air, Vibrator",091-004-009,,
91,4,10,"Vibrator Assembly - Pneumatic Turbine",091-004-010,,"Requested by BarneyTrk JP "
91,4,11,"Shaft Assembly - Vibrator, Pneumatic Turbine",091-004-011,,"Requested by BarneyTrk JP "
92,0,0,"Compressor - Bulk Product Systems",092-000-000,,
92,1,0,"Compressor Assembly Components - Hermetic Type, Bulk Product Transfer",092-001-000,,"updated by JP"
92,1,1,"Compressor Assembly - Complete, Hermetic Type, Bulk Product  Transfer",092-001-001,,"updated by JP"
92,2,0,"Compressor Assembly - Open Type, Bulk Product  Transfer",092-002-000,,"updated by JP"
92,2,1,"Drive - Compressor, Bulk Product Transfer",092-002-001,,"updated by JP"
92,2,2,"Guard - Compressor Drive, Bulk Product Transfer",092-002-002,,"updated by JP"
92,2,3,"Motor - Compressor",092-002-003,,
92,2,4,"Starter - Compressor Motor, Bulk Product Transfer",092-002-004,,"updated by JP "
92,2,5,"Cutout - High Pressure, Compressor",092-002-005,,
92,2,6,"Cutout - Low Pressure, Compressor, Bulk Product  Transfer ",092-002-006,,"updated by JP"
92,2,7,"Holding Charge",092-002-007,Yes,"Obsolete - Deleted Code"
92,2,8,"Oil Charge - Compressor, Bulk Product Transfer",092-002-008,,"updated by JP"
92,2,9,"Strainer - Oil, Compressor, Bulk Product Transfer",092-002-009,,"updated by JP "
92,2,10,"Service Valve - Compressor, Bulk Product Transfer",092-002-010,,"updated by JP"
92,2,11,"Indicator - Oil Level, Compressor, Bulk Product Transfer",092-002-011,,"updated by JP"
92,2,12,"Heater - Crankcase Oil, Compressor Assembly, Open Type, Bulk Product Transfer",092-002-012,,
92,2,13,"Connection - Oil Pressure, Compressor, Bulk Product  Transfer",092-002-013,,"updated by JP"
92,2,14,"Strainer - Suction Gas, Compressor, Bulk Product Transfer",092-002-014,,"updated by JP "
92,2,15,"Base - Compressor Assembly, Bulk Product Transfer",092-002-015,,"updated by JP"
92,2,16,"Mounting - Compressor Assembly, Bulk Product Transfer",092-002-016,,
92,2,17,"Bearings - Main, Compressor",092-002-017,,
92,2,18,"Wrist Pin - Compressor Assembly, Hermetic Type, Mechanical Refrigeration Unit",092-002-018,,
92,2,19,"Lock - Wrist Pin, Compressor, Bulk Product Transfer",092-002-019,,"updated by JP"
92,2,20,"Cylinder Block -  Compressor, Open Type, Bulk Product  Transfer",092-002-020,,"updated by JP"
92,2,21,"Head - Cylinder, Compressor, Bulk Product Transfer",092-002-021,,"updated by JP"
92,2,22,"Valve - Discharge, Compressor, Bulk Product Transfer",092-002-022,,
92,2,23,"Inlet Valve - Open Compressor, Bulk Product Transfer",092-002-023,,"updated by JP"
92,2,24,"Inlet Valve - Spring Loaded, Loading Mechanism",092-002-024,,
92,2,25,"Rod - Connecting, Compressor, Bulk Product Transfer",092-002-025,,"updated by JP"
92,2,26,"Air Strainer - Complete, Bulk Product Compressor",092-002-026,,"updated by JP"
92,2,27,"Element - Air Strainer, Bulk Product Transfer",092-002-027,,"updated by JP"
92,2,28,"Coupler - Input, Compressor Drive",092-002-028,,
92,2,29,"Hub - Input, Compressor Drive",092-002-029,,
92,2,30,"O-Ring - Input Hub & Shaft",092-002-030,,
92,2,31,"Shaft - Input, Compressor Drive",092-002-031,,
92,2,32,"Seal Assembly - Input Shaft",092-002-032,,
92,2,33,"Bearing Assembly - Input Shaft",092-002-033,,
92,2,34,"Gear Case - Compressor Drive",092-002-034,,
92,2,35,"Gear - Intermediate, Input Shaft",092-002-035,,
92,2,36,"Gear - Input, 1st Stage (Single Stage)",092-002-036,,
92,2,37,"Gear - Input, 2nd Stage",092-002-037,,
92,2,38,"Shaft - 1st Stage (Single Stage)",092-002-038,,
92,2,39,"Shaft - 2nd Stage",092-002-039,,
92,2,40,"Seal Assembly - Stage Shaft",092-002-040,,
